Year,Party,Votes,Seats,Percentage,Coalition_Block,Seat_Conversion_Efficiency
2019,Akila India Vallalar Peravai,643.0,0,0.0,Others / Regional,0.0
2019,Al-Hind Party,1764.0,0,0.0,Others / Regional,0.0
2019,All India Hindustan Congress Party,8082.0,0,0.0,Others / Regional,0.0
2019,All India Jana Andolan Party,6495.0,0,0.0,Others / Regional,0.0
2019,All India Labour Party,2707.0,0,0.0,Others / Regional,0.0
2019,All India Minorities Front,1850.0,0,0.0,Others / Regional,0.0
2019,All India N.R. Congress,247956.0,0,0.04,Others / Regional,0.0
2019,All India Peoples' Front (Radical),11032.0,0,0.0,Others / Regional,0.0
2019,All India Praja Party,2023.0,0,0.0,Others / Regional,0.0
2019,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,2764.0,0,0.0,Others / Regional,0.0
2019,All India Ulama Congress,4024.0,0,0.0,Others / Regional,0.0
2019,All India Uzhavargal Uzhaippalargal Katchi,1999.0,0,0.0,Others / Regional,0.0
2019,All Indian Rajiv Congress Party,1282.0,0,0.0,Others / Regional,0.0
2019,All Indians Party,396.0,0,0.0,Others / Regional,0.0
2019,All Pensioner'S Par,892.0,0,0.0,Others / Regional,0.0
2019,All Peoples Party,370.0,0,0.0,Others / Regional,0.0
2019,Ambedkar National Congress,49149.0,0,0.01,Others / Regional,0.0
2019,Ambedkar Samaj Party,35076.0,0,0.01,Others / Regional,0.0
2019,Ambedkar Yug Party,921.0,0,0.0,Others / Regional,0.0
2019,Ambedkarist Republican Party,4399.0,0,0.0,Others / Regional,0.0
2019,Ambedkarite Party Of India,381070.0,0,0.06,Others / Regional,0.0
2019,Amma Makkal Munnettra Kazagam,2249118.0,0,0.37,Others / Regional,0.0
2019,Amra Bangalee,36570.0,0,0.01,Others / Regional,0.0
2019,Anaithu Makkal Katchi,645.0,0,0.0,Others / Regional,0.0
2019,Anaithu Makkal Puratchi Katchi,5089.0,0,0.0,Others / Regional,0.0
2019,Andaman & Nicobar Janta Party,2017.0,0,0.0,Others / Regional,0.0
2019,Andhra Chaitanya Party,1263.0,0,0.0,Others / Regional,0.0
2019,Andhra Rastra Praja Samithi,1563.0,0,0.0,Others / Regional,0.0
2019,Anjaan Aadmi Party,1281.0,0,0.0,Others / Regional,0.0
2019,Anna Ysr Congress Party,5511.0,0,0.0,Others / Regional,0.0
2019,Annadata Party,5147.0,0,0.0,Others / Regional,0.0
2019,Anti Corruption Dynamic Party,40214.0,0,0.01,Others / Regional,0.0
2019,Apna Dal United Party,8541.0,0,0.0,Others / Regional,0.0
2019,Apna Desh Party,5682.0,0,0.0,Others / Regional,0.0
2019,Apna Kisan Party,8354.0,0,0.0,Others / Regional,0.0
2019,Apna Samaj Party,3678.0,0,0.0,Others / Regional,0.0
2019,Asli Deshi Party,11598.0,0,0.0,Others / Regional,0.0
2019,Asom Jana Morcha,21678.0,0,0.0,Others / Regional,0.0
2019,Assam Dristi Party,8285.0,0,0.0,Others / Regional,0.0
2019,Atulya Bharat Party,4737.0,0,0.0,Others / Regional,0.0
2019,Autonomous State Demand Committee,36915.0,0,0.01,Others / Regional,0.0
2019,Awami Samta Party,5504.0,0,0.0,Others / Regional,0.0
2019,Azad Mazdoor Kissan Party,829.0,0,0.0,Others / Regional,0.0
2019,B. C. United Front,649.0,0,0.0,Others / Regional,0.0
2019,BJD,10174021.0,12,1.65,Others / Regional,7.27
2019,BJP,229076879.0,303,37.22,NDA,8.14
2019,BPF,446774.0,0,0.07,Others / Regional,0.0
2019,BSP,22246501.0,10,3.61,Others / Regional,2.77
2019,Bahujan Awam Party,14060.0,0,0.0,Others / Regional,0.0
2019,Bahujan Azad Party,8421.0,0,0.0,Others / Regional,0.0
2019,Bahujan Maha Party,46185.0,0,0.01,Others / Regional,0.0
2019,Bahujan Mukti Party,405949.0,0,0.07,Others / Regional,0.0
2019,Bahujan Nyay Dal,26746.0,0,0.0,Others / Regional,0.0
2019,Bahujan Republican Socialist Party,54266.0,0,0.01,Others / Regional,0.0
2019,Bahujan Samaj Party (Ambedkar),6802.0,0,0.0,Others / Regional,0.0
2019,Bahujan Samyak Party (Mission),501.0,0,0.0,Others / Regional,0.0
2019,Bahujan Suraksha Dal,743.0,0,0.0,Others / Regional,0.0
2019,Bahujan Vikas Aaghadi,491596.0,0,0.08,Others / Regional,0.0
2019,Bahujana Raajyam Party (Phule Ambedkar),1008.0,0,0.0,Others / Regional,0.0
2019,Bajjikanchal Vikas Party,40906.0,0,0.01,Others / Regional,0.0
2019,Baliraja Party,24915.0,0,0.0,Others / Regional,0.0
2019,Bhapase Party,1434.0,0,0.0,Others / Regional,0.0
2019,Bharat Bhoomi Party,6730.0,0,0.0,Others / Regional,0.0
2019,Bharat Bhrashtachar Mitao Party,9894.0,0,0.0,Others / Regional,0.0
2019,Bharat Jan Aadhar Party,3919.0,0,0.0,Others / Regional,0.0
2019,Bharat Lok Sewak Party,3271.0,0,0.0,Others / Regional,0.0
2019,Bharat Nirman Party,5674.0,0,0.0,Others / Regional,0.0
2019,Bharat Prabhat Party,92100.0,0,0.01,Others / Regional,0.0
2019,Bharat Rakshak Party (Democratic),2880.0,0,0.0,Others / Regional,0.0
2019,Bharateeya Manavadhikar Party,6511.0,0,0.0,Others / Regional,0.0
2019,Bharath Dharma Jana Sena,380847.0,0,0.06,Others / Regional,0.0
2019,Bharatiya Aam Awam Party,9628.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Aavaam Ekta Party,8164.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Bahujan Congress,19500.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Bahujan Parivartan Party,1268.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Bahujan Party,1069.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Bahujan Samta Party,2210.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Gana Parishad,13039.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Jan Kranti Dal (Democratic),29507.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Jan Morcha Party,1055.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Jana Sangh,9015.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Kisan Parivartan Party,9503.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Majdoor Janta Party,822.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Minorities Suraksha Mahasangh,2484.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Momin Front,23765.0,0,0.0,Others / Regional,0.0
2019,Bharatiya National Janta Dal,16743.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Nyay-Adhikar Raksha Party,31308.0,0,0.01,Others / Regional,0.0
2019,Bharatiya Peoples Party,1649.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Praja Surajya Paksha,14757.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Prajagala Kalyana Paksha,1184.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Rashtravadi Paksha,992.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Rashtravadi Samanta Party,1695.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Rashtriya Morcha,8260.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Sampuran Krantikari Party,1948.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Samta Samaj Party,7370.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Sarvodaya Kranti Party,829.0,0,0.0,Others / Regional,0.0
2019,Bharatiya Tribal Party,539319.0,0,0.09,Others / Regional,0.0
2019,Bharatrashtra Democratic Party,472.0,0,0.0,Others / Regional,0.0
2019,Bharipa Bahujan Mahasangh,5971.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Amrit Party,4632.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Anarakshit Party,15907.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Azad Sena,1527.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Bhaichara Party,1995.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Dalit Party,15376.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Harit Party,1886.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Hind Fauj,6508.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Insan Party,3264.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Jan Nayak Party,6735.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Jan Samman Party,1218.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Jan Sampark Party,1392.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Jan Satta Party,12416.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Janraj Party,7210.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Janta Dal,489.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Janta Dal (Integrated),435.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Kisan Party,21551.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Kisan Union Samaj Party,1786.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Kranti Vir Party,3778.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Krishak Dal,4696.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Lok Seva Dal,34643.0,0,0.01,Others / Regional,0.0
2019,Bhartiya Lokmat Rashtrwadi Party,29129.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Manav Samaj Party,3908.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Manavadhikaar Federal Party,11132.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Mitra Party,12737.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Naujawan Inklav Party,932.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Navjawan Sena (Paksha),4917.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Navodaya Party,619.0,0,0.0,Others / Regional,0.0
2019,Bhartiya New Sanskar Krantikari Party,2640.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Nojawan Dal,1047.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Panchyat Party,3449.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Pragatisheel Congress,724.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Rashtrawadi Party,461.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Republican Party (Insan),14142.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Sarvjan Hitey Samaj Party,1852.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Sarvodaya Party,3638.0,0,0.0,Others / Regional,0.0
2019,Bhartiya Shakti Chetna Party,105997.0,0,0.02,Others / Regional,0.0
2019,Bhartiya Vanchitsamaj Party,984.0,0,0.0,Others / Regional,0.0
2019,Bhartiyabahujankranti Dal,6684.0,0,0.0,Others / Regional,0.0
2019,Bihar Lok Nirman Dal,32445.0,0,0.01,Others / Regional,0.0
2019,Bundelkhand Kranti Dal,1849.0,0,0.0,Others / Regional,0.0
2019,CPI,3576184.0,2,0.58,UPA / I.N.D.I.A.,3.45
2019,CPI(M),10744908.0,3,1.75,UPA / I.N.D.I.A.,1.71
2019,CPI(ML)L,802360.0,0,0.13,UPA / I.N.D.I.A.,0.0
2019,Challengers Party,958.0,0,0.0,Others / Regional,0.0
2019,Chandigarh Ki Aawaz Party,3186.0,0,0.0,Others / Regional,0.0
2019,Chhattisgarh Swabhiman Manch,2691.0,0,0.0,Others / Regional,0.0
2019,Chhattisgarh Vikas Ganga Rashtriya Party,5540.0,0,0.0,Others / Regional,0.0
2019,Christian Democratic Front,494.0,0,0.0,Others / Regional,0.0
2019,Corruption Abolition Party,275.0,0,0.0,Others / Regional,0.0
2019,DMK,13877992.0,23,2.26,UPA / I.N.D.I.A.,10.18
2019,Daksha Party,346.0,0,0.0,Others / Regional,0.0
2019,Dalit Soshit Pichhara Varg Adhikar Dal,3522.0,0,0.0,Others / Regional,0.0
2019,Dalita Bahujana Party,6133.0,0,0.0,Others / Regional,0.0
2019,Democratic Corruption Liberation Front,596.0,0,0.0,Others / Regional,0.0
2019,Democratic Party Of India,499.0,0,0.0,Others / Regional,0.0
2019,Democratic Party Of India (Ambedkar),4913.0,0,0.0,Others / Regional,0.0
2019,Democratic Prajakranthi Party Secularist,429.0,0,0.0,Others / Regional,0.0
2019,Desh Janhit Party,273.0,0,0.0,Others / Regional,0.0
2019,Desiya Makkal Sakthi Katchi,14300.0,0,0.0,Others / Regional,0.0
2019,Desiya Murpokku Dravida Kazhagam,929590.0,0,0.15,Others / Regional,0.0
2019,Desiya Uzhavar Uzhaipalar Kazhagam,3337.0,0,0.0,Others / Regional,0.0
2019,"Dogra Swabhiman Sangathan Party,",26588.0,0,0.0,Others / Regional,0.0
2019,Dr. Bhimrao Ambedkar Dal,1549.0,0,0.0,Others / Regional,0.0
2019,Ekta Samaj Party,1270.0,0,0.0,Others / Regional,0.0
2019,Engineers Party,1442.0,0,0.0,Others / Regional,0.0
2019,Ezhuchi Tamilargal Munnetra Kazhagam,5482.0,0,0.0,Others / Regional,0.0
2019,Fauji Janta Party,564.0,0,0.0,Others / Regional,0.0
2019,Forward Democratic Labour Party,1519.0,0,0.0,Others / Regional,0.0
2019,Freethought Party Of India,6884.0,0,0.0,Others / Regional,0.0
2019,Ganasangam Party Of India,11631.0,0,0.0,Others / Regional,0.0
2019,Gareeb Aadmi Party,385.0,0,0.0,Others / Regional,0.0
2019,Garib Janshakti Party,11678.0,0,0.0,Others / Regional,0.0
2019,Garvi Gujarat Party,10469.0,0,0.0,Others / Regional,0.0
2019,Gondwana Ganatantra Party,210088.0,0,0.03,Others / Regional,0.0
2019,Gorkha Rashtriya Congress,2952.0,0,0.0,Others / Regional,0.0
2019,Gujarat Janta Panchayat Party,1524.0,0,0.0,Others / Regional,0.0
2019,HAM(S),956501.0,0,0.16,NDA,0.0
2019,Hamari Apni Party,847.0,0,0.0,Others / Regional,0.0
2019,Hamro Sikkim Party,1998.0,0,0.0,Others / Regional,0.0
2019,Hardam Manavtawadi Rashtriya Dal,447.0,0,0.0,Others / Regional,0.0
2019,Himachal Jan Kranti Party,970.0,0,0.0,Others / Regional,0.0
2019,Hind Congress Party,2094.0,0,0.0,Others / Regional,0.0
2019,Hindu Mahasabha,23475.0,0,0.0,Others / Regional,0.0
2019,Hindu Samaj Party,1014.0,0,0.0,Others / Regional,0.0
2019,Hindustan Janta Party,9997.0,0,0.0,Others / Regional,0.0
2019,Hindustan Shakti Sena,21771.0,0,0.0,Others / Regional,0.0
2019,Hindusthan Nirman Dal,122972.0,0,0.02,Others / Regional,0.0
2019,Hindusthan Praja Paksha,3750.0,0,0.0,Others / Regional,0.0
2019,Hum Bhartiya Party,16672.0,0,0.0,Others / Regional,0.0
2019,Hum Sabki Party,1432.0,0,0.0,Others / Regional,0.0
2019,INC,119495214.0,52,19.42,UPA / I.N.D.I.A.,2.68
2019,IND,16467341.0,4,2.68,Others / Regional,1.49
2019,IUML,1592467.0,3,0.26,UPA / I.N.D.I.A.,11.54
2019,Ilantamilar Munnani Kazhagam,748.0,0,0.0,Others / Regional,0.0
2019,Independent People'S Par,1723.0,0,0.0,Others / Regional,0.0
2019,India Praja Bandhu Party,20682.0,0,0.0,Others / Regional,0.0
2019,Indian Christian Front,4832.0,0,0.0,Others / Regional,0.0
2019,Indian Democratic Republican Front,7784.0,0,0.0,Others / Regional,0.0
2019,Indian Gandhiyan Party,824.0,0,0.0,Others / Regional,0.0
2019,Indian Indira Congress (R),2569.0,0,0.0,Others / Regional,0.0
2019,Indian Labour Party (Ambedkar Phule),4923.0,0,0.0,Others / Regional,0.0
2019,Indian National League,3644.0,0,0.0,Others / Regional,0.0
2019,Indian National Lok Dal,240258.0,0,0.04,Others / Regional,0.0
2019,Indian New Congress Party,21095.0,0,0.0,Others / Regional,0.0
2019,Indian Peoples Green Party,9538.0,0,0.0,Others / Regional,0.0
2019,Indian Rakshaka Nayakudu Party,2012.0,0,0.0,Others / Regional,0.0
2019,Indian Unity Centre,4003.0,0,0.0,Others / Regional,0.0
2019,Indigenous People'S Front Of Tripura,89529.0,0,0.01,Others / Regional,0.0
2019,Inqalab Vikas Dal,718.0,0,0.0,Others / Regional,0.0
2019,JD(S),3457107.0,1,0.56,Others / Regional,1.79
2019,JD(U),8926679.0,16,1.45,NDA,11.03
2019,JKNC,280356.0,3,0.05,UPA / I.N.D.I.A.,60.0
2019,JKPDP,84054.0,0,0.01,Others / Regional,0.0
2019,JMM,1901976.0,1,0.31,UPA / I.N.D.I.A.,3.23
2019,Jago Hindustan Party,6171.0,0,0.0,Others / Regional,0.0
2019,Jai Hind Party,13693.0,0,0.0,Others / Regional,0.0
2019,Jai Hind Samaj Party,1431.0,0,0.0,Others / Regional,0.0
2019,Jai Jawan Jai Kisan Party,4809.0,0,0.0,Others / Regional,0.0
2019,Jai Lok Party,473.0,0,0.0,Others / Regional,0.0
2019,Jai Maha Bharath Party,3267.0,0,0.0,Others / Regional,0.0
2019,Jai Prakash Janata Dal,27404.0,0,0.0,Others / Regional,0.0
2019,Jai Swaraj Party,1056.0,0,0.0,Others / Regional,0.0
2019,Jai Vijaya Bharathi Party,696.0,0,0.0,Others / Regional,0.0
2019,Jamat-E-Seratul Mustakim,5885.0,0,0.0,Others / Regional,0.0
2019,Jammu & Kashmir Pir Panjal Awami Party,1612.0,0,0.0,Others / Regional,0.0
2019,Jammu And Kashmir National Panthers Party,39760.0,0,0.01,Others / Regional,0.0
2019,Jammu And Kashmir People'S Conference,133612.0,0,0.02,Others / Regional,0.0
2019,Jan Adesh Akshuni Sena,1812.0,0,0.0,Others / Regional,0.0
2019,Jan Adhikar Party,79975.0,0,0.01,Others / Regional,0.0
2019,Jan Adhikar Party (Loktantrik),97631.0,0,0.02,Others / Regional,0.0
2019,Jan Samman Party,3706.0,0,0.0,Others / Regional,0.0
2019,Jan Sangh Party,712.0,0,0.0,Others / Regional,0.0
2019,Jan Sangharsh Virat Party,10569.0,0,0.0,Others / Regional,0.0
2019,Jan Satya Path Party,3646.0,0,0.0,Others / Regional,0.0
2019,Jan Seva Sahayak Party,3731.0,0,0.0,Others / Regional,0.0
2019,Jan Shakti Dal,5758.0,0,0.0,Others / Regional,0.0
2019,Jan Shakti Ekta Party,1557.0,0,0.0,Others / Regional,0.0
2019,Jana Jagruti Party,11464.0,0,0.0,Others / Regional,0.0
2019,Jana Sena Party,1915127.0,0,0.31,Others / Regional,0.0
2019,Janapaalana Party (Democratic),913.0,0,0.0,Others / Regional,0.0
2019,Janata Congress,14595.0,0,0.0,Others / Regional,0.0
2019,Janata Party,13467.0,0,0.0,Others / Regional,0.0
2019,Janhit Bharat Party,7192.0,0,0.0,Others / Regional,0.0
2019,Janhit Kisan Party,33902.0,0,0.01,Others / Regional,0.0
2019,Jannayak Janta Party,619970.0,0,0.1,Others / Regional,0.0
2019,Janral Samaj Party,11324.0,0,0.0,Others / Regional,0.0
2019,Jansatta Dal (Loktantrik),203369.0,0,0.03,Others / Regional,0.0
2019,Jansatta Party,2484.0,0,0.0,Others / Regional,0.0
2019,Janta Dal Rashtravadi,27584.0,0,0.0,Others / Regional,0.0
2019,Janta Kranti Party (Rashtravadi),4873.0,0,0.0,Others / Regional,0.0
2019,Janta Raj Party,2308.0,0,0.0,Others / Regional,0.0
2019,Janta Raj Vikas Party,2364.0,0,0.0,Others / Regional,0.0
2019,Jantantrik Vikas Party,17955.0,0,0.0,Others / Regional,0.0
2019,Janvadi Party(Socialist),2640.0,0,0.0,Others / Regional,0.0
2019,Jharkhand Anushilan Party,4164.0,0,0.0,Others / Regional,0.0
2019,Jharkhand Mukti Morcha (Ulgulan),8672.0,0,0.0,Others / Regional,0.0
2019,Jharkhand Party,35060.0,0,0.01,Others / Regional,0.0
2019,Jharkhand Party (Naren),18869.0,0,0.0,Others / Regional,0.0
2019,"Jharkhand Party (Secular),",1244.0,0,0.0,Others / Regional,0.0
2019,Jharkhand People'S Party,16195.0,0,0.0,Others / Regional,0.0
2019,Jharkhand Vikas Morcha (Prajatantrik),750799.0,0,0.12,Others / Regional,0.0
2019,Jwala Dal,1572.0,0,0.0,Others / Regional,0.0
2019,Kalinga Sena,12432.0,0,0.0,Others / Regional,0.0
2019,Kalyankari Jantantrik Party,1336.0,0,0.0,Others / Regional,0.0
2019,Kamatapur People'S Party (United),12666.0,0,0.0,Others / Regional,0.0
2019,Kannada Chalavali Vatal Paksha,2510.0,0,0.0,Others / Regional,0.0
2019,Kanshiram Bahujan Dal,7255.0,0,0.0,Others / Regional,0.0
2019,Karnataka Jantha Paksha,2013.0,0,0.0,Others / Regional,0.0
2019,Karnataka Karmikara Paksha,3084.0,0,0.0,Others / Regional,0.0
2019,Karnataka Pragnyavantha Janatha Party,1207.0,0,0.0,Others / Regional,0.0
2019,Karnataka Praja Party (Raithaparva),3697.0,0,0.0,Others / Regional,0.0
2019,Kartavya Rashtriya Party,512.0,0,0.0,Others / Regional,0.0
2019,Kerala Congress,155135.0,0,0.03,Others / Regional,0.0
2019,Kerala Congress (M),421046.0,1,0.07,Others / Regional,14.29
2019,Khusro Sena Party,687.0,0,0.0,Others / Regional,0.0
2019,Kisan Majdoor Berojgar Sangh,1574.0,0,0.0,Others / Regional,0.0
2019,Kisan Mazdoor Sangharsh Party,7974.0,0,0.0,Others / Regional,0.0
2019,Kisan Party Of India,5647.0,0,0.0,Others / Regional,0.0
2019,"Kisan Raj Party,",2426.0,0,0.0,Others / Regional,0.0
2019,"Kisan Raksha Party,",3303.0,0,0.0,Others / Regional,0.0
2019,Kranti Kari Jai Hind Sena,11200.0,0,0.0,Others / Regional,0.0
2019,Krupaa Party,8510.0,0,0.0,Others / Regional,0.0
2019,LJP,3206979.0,6,0.52,NDA,11.54
2019,Lok Chetna Dal,2384.0,0,0.0,Others / Regional,0.0
2019,Lok Gathbandhan Party,18684.0,0,0.0,Others / Regional,0.0
2019,Lok Insaaf Party,469784.0,0,0.08,Others / Regional,0.0
2019,Lok Jan Sangharsh Party,968.0,0,0.0,Others / Regional,0.0
2019,Lok Jan Vikas Morcha,9278.0,0,0.0,Others / Regional,0.0
2019,Lok Sewa Dal,6313.0,0,0.0,Others / Regional,0.0
2019,Lokdal,18218.0,0,0.0,Others / Regional,0.0
2019,Lokjagar Party,1135.0,0,0.0,Others / Regional,0.0
2019,Lokpriya Samaj Party,478.0,0,0.0,Others / Regional,0.0
2019,Loksangram,8418.0,0,0.0,Others / Regional,0.0
2019,Loktanter Suraksha Party,55280.0,0,0.01,Others / Regional,0.0
2019,Loktantrik Jan Swaraj Party,9868.0,0,0.0,Others / Regional,0.0
2019,Loktantrik Janshakti Party,2725.0,0,0.0,Others / Regional,0.0
2019,Loktantrik Rashrtavadi Party,705.0,0,0.0,Others / Regional,0.0
2019,Maanavvaadi Janta Party,6267.0,0,0.0,Others / Regional,0.0
2019,Madhya Pradesh Jan Vikas Party,15472.0,0,0.0,Others / Regional,0.0
2019,Mahamukti Dal,2477.0,0,0.0,Others / Regional,0.0
2019,Maharashtra Kranti Sena,2761.0,0,0.0,Others / Regional,0.0
2019,Maharashtra Swabhiman Paksha,281578.0,0,0.05,Others / Regional,0.0
2019,Mahasankalp Janta Party,2427.0,0,0.0,Others / Regional,0.0
2019,Mahila & Yuva Shakti Party,605.0,0,0.0,Others / Regional,0.0
2019,Majdoor Kisan Union Party,687.0,0,0.0,Others / Regional,0.0
2019,Makkal Needhi Maiam,1613708.0,0,0.26,Others / Regional,0.0
2019,"Makkal Sananayaga Kudiyarasu Katchi,",2906.0,0,0.0,Others / Regional,0.0
2019,Makkalatchi Katchi,1115.0,0,0.0,Others / Regional,0.0
2019,Manav Kranti Party,1344.0,0,0.0,Others / Regional,0.0
2019,Manavtawadi Samaj Party,4498.0,0,0.0,Others / Regional,0.0
2019,Manipur Democratic Peoples'S Front,1256.0,0,0.0,Others / Regional,0.0
2019,Manipur Peoples Party,1783.0,0,0.0,Others / Regional,0.0
2019,Manuvadi Party,3962.0,0,0.0,Others / Regional,0.0
2019,Manvadhikar National Party,4071.0,0,0.0,Others / Regional,0.0
2019,Marxist Communist Party Of India (United),21045.0,0,0.0,Others / Regional,0.0
2019,Marxist-Leninist Party Of India (Red Flag),14016.0,0,0.0,Others / Regional,0.0
2019,Mazdoor Dalit Kisaan Mahila Gareeb Party (Hindustani),1669.0,0,0.0,Others / Regional,0.0
2019,Mazdoor Kirayedar Vikas Party,5017.0,0,0.0,Others / Regional,0.0
2019,Mera Adhikaar Rashtriya Dal,973.0,0,0.0,Others / Regional,0.0
2019,Minorities Democratic Party,6198.0,0,0.0,Others / Regional,0.0
2019,Mithilanchal Mukti Morcha,4413.0,0,0.0,Others / Regional,0.0
2019,Mizo National Front,224286.0,1,0.04,Others / Regional,25.0
2019,Moolniwasi Samaj Party,21234.0,0,0.0,Others / Regional,0.0
2019,Moulik Adhikar Party,59235.0,0,0.01,Others / Regional,0.0
2019,Mulnibasi Party Of India,4057.0,0,0.0,Others / Regional,0.0
2019,Mundadugu Praja Party,7342.0,0,0.0,Others / Regional,0.0
2019,NCP,8500331.0,5,1.38,NDA,3.62
2019,Naam Indiar Party,2597.0,0,0.0,Others / Regional,0.0
2019,Naam Tamilar Katchi,1668079.0,0,0.27,Others / Regional,0.0
2019,Naga People'S Front,363527.0,1,0.06,Others / Regional,16.67
2019,Nagrik Ekta Party,18037.0,0,0.0,Others / Regional,0.0
2019,Naitik Party,7294.0,0,0.0,Others / Regional,0.0
2019,National Apni Party,1044.0,0,0.0,Others / Regional,0.0
2019,National Bhrashtachar Mukt Party,1453.0,0,0.0,Others / Regional,0.0
2019,National Dalitha Dhal Party,628.0,0,0.0,Others / Regional,0.0
2019,National Development Party,1138.0,0,0.0,Others / Regional,0.0
2019,National Fifty Fifty Front,1308.0,0,0.0,Others / Regional,0.0
2019,National Jagaran Party,4444.0,0,0.0,Others / Regional,0.0
2019,National Labour Party,2833.0,0,0.0,Others / Regional,0.0
2019,National Lokmat Party,1628.0,0,0.0,Others / Regional,0.0
2019,National Nava Kranthi Party,887.0,0,0.0,Others / Regional,0.0
2019,National People'S Party,425986.0,1,0.07,Others / Regional,14.29
2019,National Republican Congress,4278.0,0,0.0,Others / Regional,0.0
2019,National Women'S Party,3903.0,0,0.0,Others / Regional,0.0
2019,National Youth Party,1053.0,0,0.0,Others / Regional,0.0
2019,Nationalist Democratic Progressive Party,500510.0,1,0.08,Others / Regional,12.5
2019,Nationalist Janshakti Party,4847.0,0,0.0,Others / Regional,0.0
2019,Nationalist Justice Party,6531.0,0,0.0,Others / Regional,0.0
2019,Nationalist People'S Front,5798.0,0,0.0,Others / Regional,0.0
2019,Nava Praja Rajyam Party,8007.0,0,0.0,Others / Regional,0.0
2019,Nava Samaj Party,4286.0,0,0.0,Others / Regional,0.0
2019,Navarang Congress Party,4265.0,0,0.0,Others / Regional,0.0
2019,Navataram Party,1135.0,0,0.0,Others / Regional,0.0
2019,Navbharat Ekta Dal,2371.0,0,0.0,Others / Regional,0.0
2019,Navbharat Nirman Party,4590.0,0,0.0,Others / Regional,0.0
2019,Navnirman Party,985.0,0,0.0,Others / Regional,0.0
2019,Navodayam Party,1341.0,0,0.0,Others / Regional,0.0
2019,Navsarjan Bharat Party,1160.0,0,0.0,Others / Regional,0.0
2019,Nawan Punjab Party,161645.0,0,0.03,Others / Regional,0.0
2019,Netaji Subhash Chander Bose Rashtriya Azad Party,2342.0,0,0.0,Others / Regional,0.0
2019,New All India Congress Party,3391.0,0,0.0,Others / Regional,0.0
2019,New Democratic Party Of India,7081.0,0,0.0,Others / Regional,0.0
2019,New India Party,1059.0,0,0.0,Others / Regional,0.0
2019,Nirbhay Bharteey Party,2449.0,0,0.0,Others / Regional,0.0
2019,Nominated Anglo-Indian,0.0,2,0.0,Others / Regional,0.0
