Year,State,Constituency_No,Constituency_Name,Constituency_Type,Winner_Candidate,Winner_Party,Winner_Votes,Winner_Percentage,Runner_up_Candidate,Runner_up_Party,Runner_up_Votes,Runner_up_Percentage,Margin_Votes
2019,West Bengal,5,Raiganj,GEN,Debasree Chaudhuri,BJP,511652,,Kanaiyalal Agarwal,TMC,451078,,60574
2019,West Bengal,6,Balurghat,GEN,Sukanta Majumder,BJP,539317,,Arpita Ghosh,TMC,506024,,33293
2019,West Bengal,7,Maldaha Uttar,GEN,Khagen Murmu,BJP,509524,,Mausam Noor,TMC,425236,,84288
2019,West Bengal,8,Maldaha Dakshin,GEN,Abu Hasem Khan Choudhury,INC,444270,,Sreerupa Mitra Chaudhury,BJP,436048,,8222
2019,West Bengal,9,Jangipur,GEN,Khalilur Rahman,TMC,562838,,Mafuja Khatun,BJP,317056,,245782
2019,West Bengal,10,Baharampur,GEN,Adhir Ranjan Chowdhury,INC,591106,,Apurba Sarkar,TMC,510410,,80696
2019,West Bengal,11,Murshidabad,GEN,Abu Taher Khan,TMC,604346,,Abu Hena,INC,377929,,226417
2019,West Bengal,12,Krishnanagar,GEN,Mahua Moitra,TMC,614872,,Kalyan Chaubey,BJP,551654,,63218
2019,West Bengal,13,Ranaghat,SC,Jagannath Sarkar,BJP,783253,,Rupali Biswas,TMC,549825,,233428
2019,West Bengal,14,Bangaon,SC,Shantanu Thakur,BJP,687622,,Mamata Bala Thakur,TMC,576028,,111594
2019,West Bengal,15,Barrackpore,GEN,Arjun Singh,BJP,472994,,Dinesh Trivedi,TMC,458137,,14857
2019,West Bengal,16,Dum Dum,GEN,Saugata Roy,TMC,512062,,Samik Bhattacharya,BJP,459060,,53002
2019,West Bengal,17,Barasat,GEN,Kakali Ghosh Dastidar,TMC,648084,,Mrinal Kanti Debnath,BJP,538101,,109983
2019,West Bengal,18,Basirhat,GEN,Nusrat Jahan,TMC,782078,,Sayantan Basu,BJP,431709,,350369
2019,West Bengal,19,Jaynagar,SC,Pratima Mondal,TMC,761202,,Ashok Kandary,BJP,444427,,316775
2019,West Bengal,20,Mathurapur,SC,Choudhury Mohan Jatua,TMC,726828,,Shyama Prasad Halder,BJP,522854,,203974
2019,West Bengal,21,Diamond Harbour,GEN,Abhishek Banerjee,TMC,791127,,Nilanjan Roy,BJP,470533,,320594
2019,West Bengal,22,Jadavpur,GEN,Mimi Chakraborty,TMC,688472,,Anupam Hazra,BJP,393233,,295239
2019,West Bengal,23,Kolkata Dakshin,GEN,Mala Roy,TMC,573119,,Chandra Kumar Bose,BJP,417927,,155192
2019,West Bengal,24,Kolkata Uttar,GEN,Sudip Bandyopadhyay,TMC,474891,,Rahul Sinha,BJP,347796,,127095
2019,West Bengal,25,Howrah,GEN,Prasun Banerjee,TMC,576711,,Rantidev Sen Gupta,BJP,473016,,103695
2019,West Bengal,26,Uluberia,GEN,Sajda Ahmed,TMC,694945,,Joy Banerjee,BJP,479586,,215359
2019,West Bengal,27,Serampore,GEN,Kalyan Banerjee,TMC,637707,,Debjit Sarkar,BJP,539171,,98536
2019,West Bengal,28,Hooghly,GEN,Locket Chatterjee,BJP,671448,,Ratna De,TMC,598086,,73362
2019,West Bengal,29,Arambagh,SC,Aparupa Poddar,TMC,649929,,Tapan Kumar Ray,BJP,648787,,1142
2019,West Bengal,30,Tamluk,GEN,Dibyendu Adhikari,TMC,724433,,Sidhartha Shankar Naskar,BJP,534268,,190165
2019,West Bengal,31,Kanthi,GEN,Sisir Adhikari,TMC,711872,,Debasish Samanta,BJP,600204,,111668
2019,West Bengal,32,Ghatal,GEN,Deepak Adhikari (Dev),TMC,717959,,Bharati Ghosh,BJP,609986,,107973
2019,West Bengal,33,Jhargram,ST,Kumar Hembram,BJP,626583,,Birbaha Saren,TMC,614816,,11767
2019,West Bengal,34,Medinipur,GEN,Dilip Ghosh,BJP,685433,,Manas Bhunia,TMC,596481,,88952
2019,West Bengal,35,Purulia,GEN,Jyotirmoy Singh Mahato,BJP,668107,,Mriganko Mahato,TMC,463375,,204732
2019,West Bengal,36,Bankura,GEN,Subhash Sarkar,BJP,675319,,Subrata Mukherjee,TMC,500986,,174333
2019,West Bengal,37,Bishnupur,SC,Saumitra Khan,BJP,657019,,Shyamal Santra,TMC,578972,,78047
2019,West Bengal,38,Bardhaman Purba,SC,Sunil Kumar Mondal,TMC,640834,,Paresh Chandra Das,BJP,551523,,89311
2019,West Bengal,39,Bardhaman-Durgapur,GEN,S. S. Ahluwalia,BJP,598376,,Mamtaz Sanghamita,TMC,595937,,2439
2019,West Bengal,40,Asansol,GEN,Babul Supriyo,BJP,633378,,Moon Moon Sen,TMC,435741,,197637
2019,West Bengal,41,Bolpur,SC,Asit Kumar Mal,TMC,699171,,Ramprasad Das,BJP,592769,,106402
2019,West Bengal,42,Birbhum,GEN,Shatabdi Roy,TMC,654077,,Dudh Kumar Mondal,BJP,565153,,88924
2024,Andaman and Nicobar Islands,1,Andaman And Nicobar Islands,GEN,Bishnu Pada Ray,BJP,102436,50.6,Kuldeep Rai Sharma,INC,78040,38.5,24396
2024,Andhra Pradesh,1,Araku,ST,Gumma Thanuja Rani,YSRCP,477005,40.96,Kothapalli Geetha,BJP,426425,36.62,50580
2024,Andhra Pradesh,2,Srikakulam,GEN,Kinjarapu Ram Mohan Naidu,TDP,754328,61.05,Perada Tilak,YSRCP,426427,34.51,327901
2024,Andhra Pradesh,3,Vizianagaram,GEN,Appalanaidu Kalisetti,TDP,743113,57.2,Bellana Chandra Sekhar,YSRCP,493762,38,249351
2024,Andhra Pradesh,4,Visakhapatnam,GEN,Mathukumilli Bharat,TDP,907467,65.42,Botsa Jhansi Lakshmi,YSRCP,403220,29.07,504247
2024,Andhra Pradesh,5,Anakapalli,GEN,C. M. Ramesh,BJP,762069,57.5,Budi Mutyala Naidu,YSRCP,465539,35.13,296530
2024,Andhra Pradesh,6,Kakinada,GEN,Tangella Uday Srinivas,JSP,729699,54.87,Chalamalasetti Sunil,YSRCP,500208,37.62,229491
2024,Andhra Pradesh,7,Amalapuram,SC,Ganti Harish Madhur,TDP,796981,61.25,Rapaka Vara Prasada Rao,YSRCP,454785,34.95,342196
2024,Andhra Pradesh,8,Rajahmundry,GEN,Daggubati Purandeswari,BJP,726515,54.82,Guduri Srinivas,YSRCP,487376,36.77,239139
2024,Andhra Pradesh,9,Narasapuram,GEN,Bhupathi Raju Srinivasa Varma,BJP,707343,57.46,Guduri Umabala,YSRCP,430541,34.98,276802
2024,Andhra Pradesh,10,Eluru,GEN,Putta Mahesh Yadav,TDP,746351,54,Karumuri Sunilkumar Yadav,YSRCP,564494,40.84,181857
2024,Andhra Pradesh,11,Machilipatnam,GEN,Vallabhaneni Balashowry,JSP,724439,55.22,Simhadri Chandrasekhar Rao,YSRCP,501260,38.21,223179
2024,Andhra Pradesh,12,Vijayawada,GEN,Kesineni Sivanath,TDP,794154,58.21,Kesineni Srinivas,YSRCP,512069,37.53,282085
2024,Andhra Pradesh,13,Guntur,GEN,Chandra Sekhar Pemmasani,TDP,864948,60.68,Kilari Venkata Rosaiah,YSRCP,520253,36.5,344695
2024,Andhra Pradesh,14,Narasaraopet,GEN,Lavu Sri Krishna Devarayalu,TDP,807996,53.88,Poluboina Anilkumar Yadav,YSRCP,648267,43.23,159729
2024,Andhra Pradesh,15,Bapatla,SC,Krishna Prasad Tenneti,TDP,717493,55.16,Nandigam Suresh,YSRCP,509462,39.17,208031
2024,Andhra Pradesh,16,Ongole,GEN,Magunta Sreenivasulu Reddy,TDP,701894,49.35,Chevireddy Bhaskar Reddy,YSRCP,651695,45.82,50199
2024,Andhra Pradesh,17,Nandyal,GEN,Byreddy Shabari,TDP,701131,49.92,Pocha Brahmananda Reddy,YSRCP,589156,41.95,111975
2024,Andhra Pradesh,18,Kurnool,GEN,Bastipati Nagaraju Panchalingala,TDP,658914,49.51,B. Y. Ramaiah,YSRCP,547616,41.15,111298
2024,Andhra Pradesh,19,Anantapur,GEN,Ambica G Lakshminarayana Valmiki,TDP,768245,53.33,Malagundla Sankaranarayana,YSRCP,579690,40.24,188555
2024,Andhra Pradesh,20,Hindupur,GEN,B. K. Parthasarathi,TDP,725534,51.23,J. Shantha,YSRCP,593107,41.88,132427
2024,Andhra Pradesh,21,Kadapa,GEN,Y. S. Avinash Reddy,YSRCP,605143,45.78,Chadipiralla Bhupesh Reddy,TDP,542448,41.03,62995
2024,Andhra Pradesh,22,Nellore,GEN,Vemireddy Prabhakar Reddy,TDP,766202,55.7,V. Vijaysai Reddy,YSRCP,520300,37.82,245902
2024,Andhra Pradesh,23,Tirupati,SC,Maddila Gurumoorthy,YSRCP,632228,46,Velagapalli Varaprasad Rao,BJP,617659,44.67,14569
2024,Andhra Pradesh,24,Rajampet,GEN,P. V. Midhun Reddy,YSRCP,644844,48.38,Kiran Kumar Reddy,BJP,568773,42.67,76071
2024,Andhra Pradesh,25,Chittoor,SC,Daggumalla Prasada Rao,TDP,778071,54.84,N. Reddeppa,YSRCP,557592,39.3,220479
2024,Arunachal Pradesh,1,Arunachal West,ST,Kiren Rijiju,BJP,205417,51.4,Nabam Tuki,INC,104679,26.2,100738
2024,Arunachal Pradesh,2,Arunachal East,ST,Tapir Gao,BJP,145581,45,Bosiram Siram,INC,115160,35.6,30421
2024,Assam,1,Kokrajhar,ST,Joyanta Basumatary,UPPL,488995,39.4,Kampa Borgoyari,BPF,437412,35.2,51583
2024,Assam,2,Dhubri,GEN,Rakibul Hussain,INC,1471885,60,Mohammed Badruddin Ajmal,AIUDF,459409,18.7,1012476
2024,Assam,3,Barpeta,GEN,Phani Bhusan Choudhury,AGP,860113,51,Deep Bayan,INC,637762,37.8,222351
2024,Assam,4,Darrang-Udalguri,GEN,Dilip Saikia,BJP,868387,47.9,Madhab Rajbangshi,INC,539375,29.8,329012
2024,Assam,5,Guwahati,GEN,Bijuli Kalita Medhi,BJP,894887,56,Mira Borthakur Goswami,INC,643797,40.3,251090
2024,Assam,6,Diphu,ST,Amarsing Tisso,BJP,334620,49,J.I. Kathar,IND,187017,27,147603
2024,Assam,7,Karimganj,SC,Kripanath Mallah,BJP,545093,47.5,Hafiz Rashid Ahmed Choudhury,INC,526733,45.9,18360
2024,Assam,8,Silchar,GEN,Parimal Suklabaidya,BJP,652405,59.9,Surya Kanta Sarkar,INC,388094,35.6,264311
2024,Assam,9,Nagaon,GEN,Pradyut Bordoloi,INC,788850,50.9,Suresh Borah,BJP,576619,37.2,212231
2024,Assam,10,Kaziranga,GEN,Kamakhya Prasad Tasa,BJP,897043,55,Roselina Tirkey,INC,648096,39.8,248947
2024,Assam,11,Sonitpur,GEN,Ranjit Dutta,BJP,775788,60.2,Premlal Ganju,INC,414380,32.2,361408
2024,Assam,12,Lakhimpur,GEN,Pradan Baruah,BJP,663122,54.7,Uday Shankar Hazarika,INC,461865,38.1,201257
2024,Assam,13,Dibrugarh,GEN,Sarbananda Sonowal,BJP,693762,54.3,Lurinjyoti Gogoi,AJP,414441,32.4,279321
2024,Assam,14,Jorhat,GEN,Gaurav Gogoi,INC,751771,54,Topon Kumar Gogoi,BJP,607378,43.7,144393
2024,Bihar,1,Valmiki Nagar,GEN,Sunil Kumar,JD(U),523422,47.5,Deepak Yadav,RJD,424747,38.5,98675
2024,Bihar,2,Paschim Champaran,GEN,Sanjay Jaiswal,BJP,580421,53.43,Madan Mohan Tiwari,INC,443853,40.86,136568
2024,Bihar,3,Purvi Champaran,GEN,Radha Mohan Singh,BJP,542193,50.5,Dr. Rajesh Kumar,VIP,453906,42.28,88287
2024,Bihar,4,Sheohar,GEN,Lovely Anand,JD(U),476612,45.15,Ritu Jaiswal,RJD,447469,42.39,29143
2024,Bihar,5,Sitamarhi,GEN,Devesh Chandra Thakur,JD(U),515719,47.14,Arjun Ray,RJD,464363,42.45,51356
2024,Bihar,6,Madhubani,GEN,Ashok Kumar Yadav,BJP,553428,53.85,Mohammad Ali Ashraf Fatmi,RJD,401483,39.07,151945
2024,Bihar,7,Jhanjharpur,GEN,Ramprit Mandal,JD(U),533032,48.73,Suman Kumar Mahaseth,VIP,348863,31.9,184169
2024,Bihar,8,Supaul,GEN,Dileshwar Kamait,JD(U),595038,48.33,Chandrahas Chaupal,RJD,425235,34.54,169803
2024,Bihar,9,Araria,GEN,Pradeep Kumar Singh,BJP,600146,47.91,Mohammed Shahnawaz Alam,RJD,580052,46.31,20094
2024,Bihar,10,Kishanganj,GEN,Mohammad Jawed,INC,402850,35,Mujahid Alam,JD(U),343158,29.81,59692
2024,Bihar,11,Katihar,GEN,Tariq Anwar,INC,567092,48.41,Dulal Chandra Goswami,JD(U),517229,44.15,49863
2024,Bihar,12,Purnia,GEN,Pappu Yadav,IND,567556,47.46,Santosh Kumar,JD(U),543709,45.47,23847
2024,Bihar,13,Madhepura,GEN,Dinesh Chandra Yadav,JD(U),640649,52.96,Da Kumar Chandradeep,RJD,466115,38.53,174534
2024,Bihar,14,Darbhanga,GEN,Gopal Jee Thakur,BJP,566630,55.33,Lalit Kumar Yadav,RJD,388474,37.93,178156
2024,Bihar,15,Muzaffarpur,GEN,Raj Bhushan Choudhary,BJP,619749,55.71,Ajay Nishad,INC,384822,34.59,234927
2024,Bihar,16,Vaishali,GEN,Veena Devi,Ljp(Rv),567043,48.38,Vijay Kumar Shukla,RJD,477409,40.73,89634
2024,Bihar,17,Gopalganj,SC,Alok Kumar Suman,JD(U),511866,48.15,Prem Nath Chanchal Alias Chanchal Paswan,VIP,384686,36.19,127180
2024,Bihar,18,Siwan,GEN,Vijay Lakshmi Devi,JD(U),386508,38.73,Hena Shahab,IND,293651,29.42,92857
2024,Bihar,19,Maharajganj,GEN,Janardan Singh Sigriwal,BJP,529533,52.22,Aakash Kumar Singh,INC,426882,42.09,102651
2024,Bihar,20,Saran,GEN,Rajiv Pratap Rudy,BJP,471752,46.18,Rohini Acharya,RJD,458091,44.84,13661
2024,Bihar,21,Hajipur,SC,Chirag Paswan,Ljp(Rv),615718,53.29,Shiv Chandra Ram,RJD,445613,38.57,170105
2024,Bihar,22,Ujiarpur,GEN,Nityanand Rai,BJP,515965,49.51,Alok Kumar Mehta,RJD,455863,43.75,60102
2024,Bihar,23,Samastipur,SC,Shambhavi,Ljp(Rv),579786,52.97,Sunny Hazari,INC,392535,35.86,187251
2024,Bihar,24,Begusarai,GEN,Giriraj Singh,BJP,649331,50.15,Abdhesh Kumar Roy,CPI,567851,43.86,81480
2024,Bihar,25,Khagaria,GEN,Rajesh Verma,Ljp(Rv),538657,50.73,Sanjay Kumar,CPI(M),377526,35.55,161131
2024,Bihar,26,Bhagalpur,GEN,Ajay Kumar Mandal,JD(U),536031,50.38,Ajeet Sharma,INC,431163,40.52,104868
2024,Bihar,27,Banka,GEN,Giridhari Yadav,JD(U),506678,49.96,Jai Prakash Narayan Yadav,RJD,402834,39.72,103834
2024,Bihar,28,Munger,GEN,Rajeev Ranjan Singh Alias Lalan Singh,JD(U),550146,48.3,Kumari Anita,RJD,469276,41.2,80870
2024,Bihar,29,Nalanda,GEN,Kaushalendra Kumar,JD(U),559422,48.88,Sandeep Saurav,CPI(ML)L,390308,34.11,169114
2024,Bihar,30,Patna Sahib,GEN,Ravi Shankar Prasad,BJP,588270,54.7,Anshul Avijit,INC,434424,40.39,153846
2024,Bihar,31,Pataliputra,GEN,Misha Bharti,RJD,613283,49.86,Ram Kripal Yadav,BJP,528109,42.93,85174
2024,Bihar,32,Arrah,GEN,Sudama Prasad,CPI(ML)L,529382,48.28,R. K. Singh,BJP,469574,42.82,59808
2024,Bihar,33,Buxar,GEN,Sudhakar Singh,RJD,438345,40.82,Mithlesh Tiwari,BJP,408254,38.02,30091
2024,Bihar,34,Sasaram,SC,Manoj Kumar,INC,513004,46.76,Shivesh Kumar,BJP,493847,45.01,19157
2024,Bihar,35,Karakat,GEN,Raja Ram Singh Kushwaha,CPI(ML)L,380581,36.89,Pawan Singh,IND,274723,26.63,105858
2024,Bihar,36,Jahanabad,GEN,Surendra Prasad Yadav,RJD,443035,47.88,Chandeshwar Prasad,JD(U),300444,32.47,142591
2024,Bihar,37,Aurangabad,GEN,Abhay Kumar Sinha,RJD,465567,49.22,Sushil Kumar Singh,BJP,386456,40.86,79111
2024,Bihar,38,Gaya,SC,Jitan Ram Manjhi,HAM(S),494960,51.36,Kumar Sarvjeet,RJD,393148,40.8,101812
2024,Bihar,39,Nawada,GEN,Vivek Thakur,BJP,410608,47.2,Shrawan Kumar,RJD,342938,39.42,67670
2024,Bihar,40,Jamui,SC,Arun Bharti,Ljp(Rv),509046,51.98,Archana Kumari,RJD,396564,40.5,112482
2024,Chandigarh,1,Chandigarh,GEN,Manish Tewari,INC,216657,48.23,Sanjay Tandon,BJP,214153,47.66,2504
2024,Chhattisgarh,1,Sarguja,ST,Chintamani Maharaj,BJP,713200,49.01,Shashi Singh,INC,648328,44.55,64822
2024,Chhattisgarh,2,Raigarh,ST,Radheshyam Rathiya,BJP,808275,55.63,Menka Devi Singh,INC,567884,39.08,240391
2024,Chhattisgarh,3,Janjgir-Champa,SC,Kamlesh Jangre,BJP,678199,48.71,Shivkumar Dahariya,INC,618199,44.4,60000
2024,Chhattisgarh,4,Korba,GEN,Jyotsna Mahant,INC,570182,46.53,Saroj Pandey,BJP,526899,43,43283
2024,Chhattisgarh,5,Bilaspur,GEN,Tokhan Sahu,BJP,724937,53.25,Devender Singh Yadav,INC,560379,41.16,164558
2024,Chhattisgarh,6,Rajnandgaon,GEN,Santosh Pandey,BJP,712057,49.25,Bhupesh Baghel,INC,667646,46.18,44411
2024,Chhattisgarh,7,Durg,GEN,Vijay Baghel,BJP,956497,62,Rajendra Sahu,INC,518271,33.59,438226
2024,Chhattisgarh,8,Raipur,GEN,Brijmohan Agrawal,BJP,1050351,66.19,Vikas Upadhyay,INC,475066,29.94,575285
2024,Chhattisgarh,9,Mahasamund,GEN,Roop Kumari Choudhary,BJP,703659,53.06,Tamradhwaj Sahu,INC,558203,42.09,145456
2024,Chhattisgarh,10,Bastar,ST,Mahesh Kashyap,BJP,458398,45.5,Kawasi Lakhma,INC,403153,40.02,55245
2024,Chhattisgarh,11,Kanker,ST,Bhojraj Nag,BJP,597624,47.23,Biresh Thakur,INC,595740,47.08,1884
2024,Dadra and Nagar Haveli and Daman and Diu,1,Daman And Diu,GEN,Patel Umeshbhai Babubhai,IND,42523,46.02,Lalubhai Babubhai Patel,BJP,36298,39.28,6225
2024,Dadra and Nagar Haveli and Daman and Diu,2,Dadra And Nagar Haveli,ST,Delkar Kalaben Mohanbhai,BJP,121074,58.89,Ajit Ramjibhai Mahala,INC,63490,30.88,57584
2024,Delhi,1,Chandni Chowk,GEN,Praveen Khandelwal,BJP,516496,53.46,Jai Prakash Agarwal,INC,427171,44.22,89325
2024,Delhi,2,North East Delhi,GEN,Manoj Tiwari,BJP,824451,53.1,Kanhaiya Kumar,INC,685673,44.16,138778
2024,Delhi,3,East Delhi,GEN,Harsh Malhotra,BJP,664819,52.59,Kuldeep Kumar (Monu),AAP,571156,45.18,93663
2024,Delhi,4,New Delhi,GEN,Bansuri Swaraj,BJP,453185,53.48,Somnath Bharti,AAP,374815,44.23,78370
2024,Delhi,5,North West Delhi,SC,Yogender Chandoliya,BJP,866483,58.26,Udit Raj,INC,575634,38.71,290849
2024,Delhi,6,West Delhi,GEN,Kamaljeet Sehrawat,BJP,842658,55.27,Mahabal Mishra,AAP,643645,42.22,199013
2024,Delhi,7,South Delhi,GEN,Ramvir Singh Bidhuri,BJP,692832,53.46,Sahi Ram,AAP,568499,43.87,124333
2024,Goa,1,North Goa,GEN,Shripad Yesso Naik,BJP,257326,56.43,Ramakant Khalap,INC,141311,30.99,116015
2024,Goa,2,South Goa,GEN,Captain Viriato Fernandes,INC,217836,48.35,Pallavi Shrinivas Dempo,BJP,204301,45.35,13535
2024,Gujarat,1,Kachchh,SC,Vinodbhai Chavda,BJP,659574,60.23,Nitishbhai Lalan,INC,390792,35.68,268782
2024,Gujarat,2,Banaskantha,GEN,Geniben Thakor,INC,671883,48.83,Rekhaben Hiteshbhai Chaudhary,BJP,641477,46.62,30406
2024,Gujarat,3,Patan,GEN,Bharatsinhji Dabhi,BJP,591947,49.61,Chandanji Thakor,INC,560071,46.94,31876
2024,Gujarat,4,Mahesana,GEN,Haribhai Patel,BJP,686406,63.74,Ramji Thakor (Palvi),INC,358360,33.28,328046
2024,Gujarat,5,Sabarkantha,GEN,Shobhnaben Mahendrasinh Baraiya,BJP,677318,53.36,Tushar Chaudhary,INC,521636,40.85,155682
2024,Gujarat,6,Gandhinagar,GEN,Amit Shah,BJP,1010972,76.48,Sonal Patel,INC,266256,20.13,744716
2024,Gujarat,7,Ahmedabad East,GEN,Hasmukh Patel,BJP,770459,68.28,Himmatsinh Patel,INC,308704,27.36,461755
2024,Gujarat,8,Ahmedabad West,SC,Dineshbhai Kodarbhai Makwana,BJP,611704,63.28,Bharat Makwana,INC,325267,33.65,286437
2024,Gujarat,9,Surendranagar,GEN,Chandubhai Chhaganbhai Shihora,BJP,669749,59.2,Rutvik Makwana,INC,408132,36.07,261617
2024,Gujarat,10,Rajkot,GEN,Parshottam Rupala,BJP,857984,67.37,Paresh Dhanani,INC,373724,29.35,484260
2024,Gujarat,11,Porbandar,GEN,Mansukh Mandaviya,BJP,633118,68.15,Lalitbhai Vasoya,INC,249758,26.88,383360
2024,Gujarat,12,Jamnagar,GEN,Poonamben Maadam,BJP,620049,58.98,J.P Marvia,INC,382041,36.34,238008
2024,Gujarat,13,Junagadh,GEN,Rajesh Chudasama,BJP,584049,54.67,Hirabhai Jotva,INC,448555,41.99,135494
2024,Gujarat,14,Amreli,GEN,Bharatbhai Manubhai Sutariya,BJP,580872,66.28,Jennyben Thummar,INC,259804,29.64,321068
2024,Gujarat,15,Bhavnagar,GEN,Nimuben Jayantibhai Bambhania,BJP,716883,68.46,Umesh Makwana,AAP,261594,24.98,455289
2024,Gujarat,16,Anand,GEN,Mitesh Rameshbhai Patel,BJP,612484,52.44,Amitbhai Chavda,INC,522545,44.74,89939
2024,Gujarat,17,Kheda,GEN,Devusinh Jesingbhai Chauhan,BJP,744435,63.31,Kalusinh Dabhi,INC,386677,32.88,357758
2024,Gujarat,18,Panchmahal,GEN,Rajpalsinh Mahendrasinh Jadhav,BJP,794579,70.22,Gulabsinh Chaudhan,INC,285237,25.21,509342
2024,Gujarat,19,Dahod,ST,Jasvantsinh Sumanbhai Bhabhor,BJP,688715,61.59,Prabhaben Taviyad,INC,355038,31.75,333677
2024,Gujarat,20,Vadodara,GEN,Hemang Yogeshchandra Joshi,BJP,873189,72.04,Jashpalsinh Padhiyar,INC,291063,24.01,582126
2024,Gujarat,21,Chhota Udaipur,ST,Jashubhai Bhilubhai Rathva,BJP,796589,62.84,Sukhrambhai Rathwa,INC,397812,31.38,398777
2024,Gujarat,22,Bharuch,GEN,Mansukhbhai Vasava,BJP,608157,50.72,Chaitar Vasava,AAP,522461,43.58,85696
2024,Gujarat,23,Bardoli,ST,Parbhubhai Vasava,BJP,763950,57.04,Siddharth Chaudhary,INC,533697,39.85,230253
2024,Gujarat,24,Surat,GEN,Mukesh Dalal,BJP,,,,,,,
2024,Gujarat,25,Navsari,GEN,C. R. Patil,BJP,1031065,77.05,Naishadh Desai,INC,257514,19.24,773551
2024,Gujarat,26,Valsad,ST,Dhaval Laxmanbhai Patel,BJP,764226,56.13,Anantbhai Patel,INC,553522,40.66,210704
2024,Haryana,1,Ambala,SC,Varun Chaudhary,INC,663657,49.28,Banto Kataria,BJP,614621,45.64,49036
2024,Haryana,2,Kurukshetra,GEN,Naveen Jindal,BJP,542175,44.96,Dr. Sushil Gupta,AAP,513154,42.55,29021
2024,Haryana,3,Sirsa,SC,Selja Kumari,INC,733823,54.17,Ashok Tanwar,BJP,465326,34.35,268497
2024,Haryana,4,Hisar,GEN,Jai Parkash,INC,570424,48.58,Ranjit Singh Chautala,BJP,507043,43.19,63381
2024,Haryana,5,Karnal,GEN,Manohar Lal Khattar,BJP,739285,54.93,Divyanshu Budhiraja,INC,506708,37.65,232577
2024,Haryana,6,Sonipat,GEN,Satpal Brahamchari,INC,548682,48.82,Mohan Lal Badoli,BJP,526866,46.88,21816
2024,Haryana,7,Rohtak,GEN,Deepender Singh Hooda,INC,783578,62.76,Dr. Arvind Kumar Sharma,BJP,438280,35.11,345298
2024,Haryana,8,Bhiwani-Mahendragarh,GEN,Dharambir Singh Chaudhary,BJP,588664,49.74,Rao Dan Singh,INC,547154,46.24,41510
2024,Haryana,9,Gurgaon,GEN,Rao Inderjit Singh,BJP,808336,50.48,Raj Babbar,INC,733257,45.79,75079
2024,Haryana,10,Faridabad,GEN,Krishan Pal Gurjar,BJP,788569,53.6,Mahender Pratap Singh,INC,615655,41.84,172914
2024,Himachal Pradesh,1,Kangra,GEN,Rajeev Bhardwaj,BJP,632793,61.03,Anand Sharma,INC,380898,36.74,251895
2024,Himachal Pradesh,2,Mandi,GEN,Kangana Ranaut,BJP,537022,52.87,Vikramaditya Singh,INC,462267,45.51,74755
2024,Himachal Pradesh,3,Hamirpur,GEN,Anurag Thakur,BJP,607068,57.97,Satpal Raizada,INC,424711,40.55,182357
2024,Himachal Pradesh,4,Shimla,SC,Suresh Kumar Kashyap,BJP,519748,53.58,Vinod Sultanpuri,INC,428297,44.16,91451
2024,Jammu and Kashmir,1,Baramulla,GEN,Abdul Rashid Sheikh,IND,472481,45.7,Omar Abdullah,JKNC,268339,25.95,204142
2024,Jammu and Kashmir,2,Srinagar,GEN,Aga Syed Ruhullah Mehdi,JKNC,356866,52.85,Waheed Ur Rehman Para,JKPDP,168450,24.95,188416
2024,Jammu and Kashmir,3,Anantnag-Rajouri,GEN,Mian Altaf Ahmed Larvi,JKNC,521836,50.85,Mehbooba Mufti,JKPDP,240042,23.39,281794
2024,Jammu and Kashmir,4,Udhampur,GEN,Dr. Jitendra Singh,BJP,571076,51.28,Chaudhary Lal Singh,INC,446703,40.11,124373
2024,Jammu and Kashmir,5,Jammu,GEN,Jugal Kishore Sharma,BJP,687588,52.8,Raman Bhalla,INC,552090,42.4,135498
2024,Jharkhand,1,Rajmahal,ST,Vijay Kumar Hansdak,JMM,613371,50.35,Tala Marandi,BJP,435107,35.72,178264
2024,Jharkhand,2,Dumka,ST,Nalin Soren,JMM,547370,46.23,Sita Murmu,BJP,524843,44.32,22527
2024,Jharkhand,3,Godda,GEN,Nishikant Dubey,BJP,693140,49.57,Pradeep Yadav,INC,591327,42.29,101813
2024,Jharkhand,4,Chatra,GEN,Kali Charan Singh,BJP,574556,52.89,Krishna Nand Tripathy,INC,353597,32.55,220959
2024,Jharkhand,5,Kodarma,GEN,Annpurna Devi,BJP,791657,57.79,Vinod Kumar Singh,CPI(ML)L,414643,30.27,377014
2024,Jharkhand,6,Giridih,GEN,Chandra Prakash Choudhary,AJSU,451139,35.67,Mathura Prasad Mahato,JMM,370259,29.27,80880
2024,Jharkhand,7,Dhanbad,GEN,Dulu Mahato,BJP,789172,55.26,Anupama Singh,INC,457589,32.04,331583
2024,Jharkhand,8,Ranchi,GEN,Sanjay Seth,BJP,664732,45.91,Yashaswini Sahay,INC,544220,37.59,120512
2024,Jharkhand,9,Jamshedpur,GEN,Bidyut Baran Mahato,BJP,726174,56.84,Samir Kumar Mohanty,JMM,466392,36.5,259782
2024,Jharkhand,10,Singhbhum,SC,Joba Majhi,JMM,520164,51.62,Geeta Kora,BJP,351762,34.91,168402
2024,Jharkhand,11,Khunti,ST,Kali Charan Munda,INC,511647,54.62,Arjun Munda,BJP,361972,38.64,149675
2024,Jharkhand,12,Lohardaga,ST,Sukhdeo Bhagat,INC,483038,49.95,Samir Oraon,BJP,343900,35.56,139138
